Hi.	嗨。
I don't need anything.	我不需要任何東西。
I don't need anything.	我什么都不需要。
I don't want any more.	我不想要了。
I dove into the river.	我跳进了河里。
I even made Tom laugh.	我甚至讓湯姆笑了。
I finally found a job.	我終于找到工作了。
I found you, didn't I?	我找到你了，没有么？
I gave it to my mommy.	我给我妈了。
I gave my cold to him.	我的感冒传染了他.
I go to bed at eleven.	我十一点上床。
I go to school by bus.	我乘车去学校。
I had nothing to hide.	我没什么可隐藏。
I had to stay at home.	我得留在家裡。
I have a bad headache.	我頭疼得厲害。
I have class tomorrow.	我明天有课。
I have eight siblings.	我有八個兄弟姐妹。
I have lost my wallet.	我掉了我的钱包。
I have many abilities.	我有很多才能。
I have met him before.	我以前见过他。
I have nothing to say.	我没什么可说的。
I have to go to sleep.	我该去睡觉了。
I have to wake Tom up.	我得叫醒汤姆。
I haven't decided yet.	我還沒決定。
I heard a car pull up.	我听到一辆车停了下来。
I hid under the table.	我藏在桌子底下。
I hired someone today.	我今天雇了个人。
I just can't solve it.	我解决不了了。
I knew you'd find Tom.	我知道你会找到汤姆。
I know everybody here.	我認識這裡的每個人。
I know my limitations.	我知道我的限度。
I know what you meant.	我知道你是什么意思。
I laughed at his joke.	他的笑話讓我大笑了。
I like playing sports.	我喜歡運動。
I met your girlfriend.	我見過你的女朋友。
I miss Mary's cooking.	我想念Mary 的廚藝。
I must be leaving now.	我現在必須離開。
I must help my mother.	我必須幫忙我母親。
I must repay the debt.	我必须偿还债务。
I need a lot of books.	我需要很多書。
I need to get a stamp.	我需要一張郵票。
I never liked biology.	我從來沒喜歡過生物學。
I owe you ten dollars.	我欠你10美元。
I prefer cats to dogs.	比起狗，我更喜欢猫。
I ran a race with him.	我和他比賽跑步。
I ran away in a hurry.	我趕快跑走了。
I really do want that.	我真的很想要它。
I really like to read.	我真喜欢阅读。
I remember seeing her.	我記得我看過她。
I remember seeing him.	我记得见过他。
I respect the elderly.	我尊敬长辈。
I saw you kissing Tom.	我看到了你在吻汤姆了。
I shave every morning.	我每天早上刮鬍子。
I think Tom can't win.	我認為湯姆不會贏。
I think he won't come.	我认为他不会来。
I think you're stupid.	我认为你傻。
I thought it was true.	我以为这是真的。
I threw away my shoes.	我把自己的鞋子扔掉了。
I told Tom what to do.	我告诉了汤姆要做什么。
I told you to get out.	我告诉过你出去。
I turned the doorknob.	我轉動了門把。
I used to play tennis.	我以前打网球。
I want a few potatoes.	我要幾個土豆。
I want to become rich.	我想變有錢。
I want to go to Italy.	我要去義大利。
I want to go with you.	我想和你一起去。
I want to keep moving.	我想继续走。
I want to leave Paris.	我想离开巴黎。
I want to lose weight.	我想减肥。
I want to retire soon.	我想早點退休。
I want to see a movie.	我要去看電影。
I want to sing a song.	我想唱個歌。
I want to take a bath.	我要洗澡。
I want to talk to him.	我想跟他說話。
I want to visit Korea.	我想访问韩国。
I want you to grow up.	我希望你能长大。
I wanted to smack you.	我想过扇你一巴掌。
I was quite satisfied.	我真是满意。
I will make you happy.	我会让你幸福的。
I wish I had seen her.	但願我見過她。
I wish I were younger.	但願我年輕一點。
I won't do this again.	我不想再做這個了。
I won't need any help.	我不需要任何帮助。
I won't see her again.	我不會再見她。
I wonder who has come.	我想知道谁来了。
I'd like to go skiing.	我喜歡去滑雪。
I'll be back tomorrow.	我明天回來。
I'll be there at once.	我會立刻到那裡。
I'll drive to Detroit.	我會開車到底特律。
I'll get some glasses.	我會去拿一些玻璃杯。
I'll let Tom tell you.	我会让汤姆告诉你。
I'll miss you so much.	我會非常想念你。
I'll show you my room.	我會帶你看看我的房間。
I'll show you the way.	我會為你帶路。
I'm a little confused.	我有一点困惑了。
I'm absolutely elated.	我真是欣喜若狂。
I'm afraid of heights.	我恐高。
I'm afraid of spiders.	我怕蜘蛛。
I'm almost sure of it.	我幾乎能確定。
I'm doing my homework.	我正在做我的作业。
I'm glad to hear that.	我很高興聽到這個消息。
I'm going to the bank.	我要去银行了。
I'm going to the park.	我去公園。
I'm grateful for that.	我对那事很是感激。
I'm playing a TV game.	我在玩電視遊樂器。
I'm still your friend.	我还是你的朋友。
I'm used to it by now.	我现在已经习惯它了。
I've been on vacation.	我在休假。
I've had a good sleep.	我睡得很好。
I've run out of money.	我錢已經用完了。
Is Tom ready for that?	汤姆准备好了吗？
Is breakfast included?	包括早饭吗？
Is he afraid of death?	他怕死吗？
Is it near your house?	它在你家附近嗎？
Is it really possible?	真的是可能的嗎？
Is it really worth it?	这真的值得吗？
Is there life on Mars?	火星上有生命嗎？
Is this your daughter?	這是你的女兒嗎？
Is this your notebook?	這是你的書嗎？
It makes me feel good.	它讓我感覺很好。
It might be a wedding.	這可能是一場婚禮。
It seemed to be cheap.	似乎很便宜。
It tastes really good.	它的滋味真的很好。
It was a terrible day.	這是糟糕的一天。
It was amazingly easy.	这出乎意料地容易。
It was really special.	它真特別。
It won't take so long.	它不會花很長的時間。
It'll definitely rain.	绝对将要下雨。
It's OK not to eat it.	你不吃沒關係。
It's a very sad story.	这是一个非常悲伤的故事。
It's been a long time.	已經很長一段時間了。
It's my birthday soon.	我的生日就快到了。
It's so different now.	现在真是不一样了。
Keep next Sunday free.	把下周日空出来。
Lawyers are all liars.	律师都是骗子。
Leave my camera alone.	別碰我的相機。
Let me think about it.	让我想一想。
Let's go to the beach.	讓我們去海邊吧。
Let's meet again soon.	讓我們很快地再次見面。
Let's start the party.	讓我們開始這個派對吧。
Like father, like son.	有其父必有其子。
Look, it's my problem.	看，这是我的问题。
Make yourself at home.	就当在家一样。
May I borrow your car?	我可以借用你的車嗎？
May I eat this orange?	我可以吃這個柳橙嗎？
May I use your pencil?	我可以用你的鉛筆嗎？
May I use your toilet?	我能用一下你们的厕所吗？
Maybe I'm just a fool.	可能我就是個傻子。
Maybe some other time.	也许下一次吧。
Maybe you should move.	你可能該動一動。
My baggage is missing.	我的行李丢了。
My children are twins.	我的孩子是雙胞胎。
My father is a doctor.	我父亲是个大夫。
My father loves pizza.	我父親愛吃比薩。
My nickname is "Itch."	我的綽號是“Itch。"
My right hand is numb.	我的右手麻了。
My room is just below.	我的房間就在樓下。
My room is very small.	我的房間很小。
My sister often cries.	我妹妹经常哭。
My underpants are wet.	我的內褲是濕的。
No one listened to me.	沒有人聽我的。
No one's stopping you.	没有人在阻止你。
No, I didn't write it.	不，我沒寫。
Nobody understands me.	没有人理解我。
Open the door, please.	請把門打開。
Open the door, please.	请开门。
Our team won the game.	我們這隊贏得了比賽。
Playing tennis is fun.	打網球很有趣。
Please allow me to go.	請允許我去。
Please close the door.	請關門。
Please don't say that.	请不要这样说。
Please go to the bank.	請去銀行。
Please keep it secret.	請保守秘密。
Please leave me alone.	请让我静一静。
Please show me around.	請帶我到處看看。
Please take your seat.	请坐。
Please think about it.	請你考慮考慮。
Put away your bicycle.	把你的自行车放好。
Red is out of fashion.	红色不流行了。
Restart your computer.	重新启动你的电脑。
Say it in another way.	换种方式说。
She accepted his gift.	她收下了他的礼物。
She almost passed out.	她几乎喝晕了。
She answered in tears.	她很傷心地回答。
She asked me for help.	她向我求助。
She can play the drum.	她會打鼓。
She decided to resign.	她決定辭職了。
She gave me a present.	她給了我一件禮物。
She gave us a present.	她給了我們一個禮物。
She graduated in 1996.	她在1996年畢業。
She has been to Paris.	她去过巴黎。
She hated her husband.	她恨她的丈夫。
She hated him so much.	她非常恨他。
She hit the ball hard.	她用力地拍了球。
She is a noted singer.	她是一个著名的歌手。
She is as tall as you.	她跟你一樣高。
She is evidently sick.	她明顯生病了。
She isn't a good cook.	她不是一個好廚師。
She isn't at home now.	她現在不在家。
She lives in New York.	她住在纽约。
She loves Tom, not me.	她爱汤姆，而不是我。
She made a man of him.	她使他長大成人。
She never wears green.	她從來不穿綠色的衣服。
She seems to hate you.	她好像很讨厌你。
She talked childishly.	她说话幼稚。
She teaches us French.	她教我们法语。
She turned eighty-one.	她八十一歲了。
She was wearing pumps.	她穿著舞鞋。
She weeded the garden.	她给花园除了草。
She's a stubborn girl.	她是个倔强的女孩。
She's eating an apple.	她正吃著一個蘋果。
She's in the restroom.	她在上廁所。
She's my older sister.	她是我的姐姐。
She's sure to succeed.	她理所当然的取得了胜利。
Should Tom be worried?	Tom應該要擔心嗎？
Sit wherever you like.	你愛坐哪裡就坐哪裡。
Smoking is prohibited.	禁止吸烟。
So you give up, right?	所以你放弃了，是吗？
Somebody was murdered.	有人被謀殺了。
Someone has been here.	有人來過這裡。
Someone saved my life.	有人救了我的命。
Something is changing.	有些東西在變化。
Stop swearing, please.	请别再发誓了。
Take care of yourself.	照顾好自己。
Tears filled her eyes.	她热泪盈眶。
Tell me what happened.	告訴我發生了什麼事。
Tell me what you want.	告訴我你要什麼。
Tell me when to begin.	告诉我什么时候开始。
Tell me when to start.	告诉我什么时候开始。
Thanks for calling me.	谢谢你给我打电话。
Thanks for your reply.	谢谢你的答复。
That book is very old.	那本書很舊。
That book's over here.	那本书在这里。
That car is quite new.	那辆车十分新。
That is useless to me.	那對我沒有用處。
That looks like blood.	那看起来像血。
That wasn't very good.	那不太好。
